,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-08-04 21:55:55.000000,2025-07-30 13:49:34,2856.0,20.0,3377.0,247.0,1099.0,651.0,1991.0,24262.0,A game theoretic approach to explain the output of any machine learning model.,274.0,40,True,2025-06-12 13:04:48.000,0.48.0,108.0,shap/shap,shap,conda-forge/shap,,,,36087.0,35070.0,https://pypi.org/project/shap,2025-06-12 13:04:48.000,1017.0,https://anaconda.org/conda-forge/shap,2025-06-17 14:18:04.461,6933448.0,123811.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
39,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-08-13 16:03:33.000000,2025-08-13 01:04:19,3313.0,145.0,3779.0,436.0,3964.0,289.0,2761.0,19425.0,Open standard for machine learning interoperability.,357.0,40,True,2025-05-12 23:07:37.000,1.18.0,36.0,,onnx,conda-forge/onnx,,,,49940.0,48464.0,https://pypi.org/project/onnx,2025-05-12 22:01:31.000,1476.0,https://anaconda.org/conda-forge/onnx,2025-07-07 08:49:19.352,1939290.0,31533.0,,,,,1.0,23980.0,,,,,,,,,,,,,,,,,,
40,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-08-14 13:13:07.000000,2025-08-14 11:00:42,9464.0,59.0,1244.0,133.0,5649.0,227.0,4587.0,14764.0,Data Versioning and ML Experiments.,319.0,40,True,2025-08-12 07:56:35.000,3.62.0,548.0,,dvc,conda-forge/dvc,,,,24383.0,24239.0,https://pypi.org/project/dvc,2025-08-12 07:56:35.000,144.0,https://anaconda.org/conda-forge/dvc,2025-08-12 18:42:36.178,2985637.0,48155.0,,,,,1.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
41,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-08-11 17:25:12.000000,2025-08-01 20:21:13,10308.0,57.0,2109.0,224.0,4292.0,386.0,3131.0,9165.0,Bayesian Modeling and Probabilistic Programming in Python.,530.0,40,True,2025-07-24 11:55:29.000,5.25.1,100.0,,pymc3,conda-forge/pymc3,,,,7815.0,7623.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,https://anaconda.org/conda-forge/pymc3,2025-04-22 14:56:28.348,735016.0,11856.0,,,,,1.0,136.0,,,,,,,,,,,,,,,,,,
42,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-08-13 17:53:03.000000,2025-08-07 14:59:29,1827.0,71.0,1171.0,97.0,1850.0,103.0,1770.0,9035.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",363.0,40,True,2025-08-07 13:39:44.000,1.10.0,77.0,,accelerate,conda-forge/accelerate,,,['pytorch'],105411.0,102904.0,https://pypi.org/project/accelerate,2025-08-07 10:54:49.000,2507.0,https://anaconda.org/conda-forge/accelerate,2025-08-07 21:19:16.983,477338.0,10376.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
43,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-08-14 10:18:48.000000,2025-08-14 10:18:44,49632.0,200.0,1229.0,190.0,429.0,620.0,1837.0,8520.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1341.0,40,True,2025-04-13 10:45:50.000,1.2.8,114.0,,catboost,conda-forge/catboost,,,,673.0,19.0,https://pypi.org/project/catboost,2025-04-13 10:12:07.000,654.0,https://anaconda.org/conda-forge/catboost,2025-08-09 21:25:38.276,2143200.0,42077.0,,,,,2.0,425337.0,,,,,,,,,,,,,,,,,,
44,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-08-14 13:23:16.000000,2025-08-13 09:32:36,2028.0,43.0,2245.0,160.0,975.0,75.0,1102.0,7199.0,Python Data. Leaflet.js Maps.,175.0,40,True,2025-06-16 20:22:50.000,0.20.0,42.0,,folium,conda-forge/folium,,,,65156.0,64136.0,https://pypi.org/project/folium,2025-06-16 20:22:50.000,1020.0,https://anaconda.org/conda-forge/folium,2025-06-16 22:46:07.761,4119718.0,74903.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
45,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-08-12 00:02:14.000000,2025-08-12 00:02:13,5913.0,14.0,1677.0,188.0,5095.0,702.0,1246.0,6964.0,TensorFlows Visualization Toolkit.,328.0,40,True,2025-07-17 19:20:49.000,2.20.0,65.0,,tensorboard,conda-forge/tensorboard,,,['tensorflow'],334191.0,331404.0,https://pypi.org/project/tensorboard,2025-07-17 19:20:49.000,2787.0,https://anaconda.org/conda-forge/tensorboard,2025-07-18 07:57:49.537,5756778.0,92851.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
46,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-08-12 17:40:18.000000,2025-08-12 17:37:37,1555.0,99.0,3917.0,489.0,1574.0,254.0,2440.0,36601.0,A library for efficient similarity search and clustering of dense vectors.,240.0,39,True,2025-08-12 16:46:55.000,1.12.0,126.0,,pymilvus,conda-forge/faiss,,,,5265.0,4943.0,https://pypi.org/project/pymilvus,2025-08-06 09:08:58.000,322.0,https://anaconda.org/conda-forge/faiss,2025-04-22 14:57:26.087,2772813.0,44722.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
47,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2025-08-14 11:03:45.000000,2025-08-14 06:33:32,23972.0,1976.0,3800.0,136.0,6776.0,1083.0,5603.0,27376.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",721.0,39,True,2025-08-14 00:09:47.000,litellm_v1.73.0-dev_memory_fix_2,1215.0,,litellm,,,,others,17672.0,16133.0,https://pypi.org/project/litellm,2025-08-10 16:30:21.000,1539.0,,,,313.0,,,,,1.0,626.0,,,,,,,,,,,,,,,,,,
48,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-08-04 18:02:06.000000,2025-07-06 16:18:39,1603.0,44.0,2719.0,259.0,772.0,148.0,1500.0,18642.0,Download market data from Yahoo! Finances API.,135.0,39,True,2025-07-06 16:20:11.000,0.2.65,137.0,,yfinance,ranaroussi/yfinance,,,,86044.0,84978.0,https://pypi.org/project/yfinance,2025-07-06 16:20:11.000,1066.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98377.0,2007.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
49,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-08-13 02:15:25.000000,2025-08-13 02:15:23,3695.0,34.0,3921.0,435.0,3411.0,458.0,3158.0,17499.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",332.0,39,True,2025-02-15 04:02:50.000,4.6.0,39.0,,lightgbm,conda-forge/lightgbm,,,,57022.0,55539.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1483.0,https://anaconda.org/conda-forge/lightgbm,2025-07-23 14:41:13.164,3865679.0,68525.0,,,,,2.0,300669.0,,,,,,,,,,,,,,,,,,
50,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-08-14 11:36:17.000000,2025-08-13 08:42:54,4096.0,45.0,7125.0,471.0,5644.0,1133.0,2626.0,17069.0,"Datasets, Transforms and Models specific to Computer Vision.",652.0,39,True,2025-08-06 17:42:30.000,0.23.0,53.0,,torchvision,conda-forge/torchvision,,,['pytorch'],7825.0,21.0,https://pypi.org/project/torchvision,2025-08-06 14:57:55.000,7804.0,https://anaconda.org/conda-forge/torchvision,2025-07-26 03:23:23.067,2886727.0,54877.0,,,,,1.0,41104.0,,,,,,,,,,,,,,,,,,
51,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-08-13 12:16:36.000000,2025-08-13 12:16:36,8338.0,28.0,3428.0,479.0,767.0,45.0,2201.0,14104.0,A toolkit for making real world machine learning and data analysis applications in C++.,206.0,39,False,2025-05-28 01:22:16.000,20.0.0,42.0,,dlib,conda-forge/dlib,,,,39823.0,39585.0,https://pypi.org/project/dlib,2025-05-28 01:22:16.000,238.0,https://anaconda.org/conda-forge/dlib,2025-07-23 23:26:47.245,1253779.0,20431.0,,,,,2.0,25604.0,,,,,,,,,,,,,,,,,,
52,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-08-05 08:11:01.000000,2025-08-05 08:11:00,1519.0,74.0,1822.0,254.0,770.0,44.0,1599.0,13809.0,Video editing with Python.,189.0,39,True,2025-05-21 19:31:50.000,2.2.1,91.0,,moviepy,conda-forge/moviepy,,,,67230.0,66038.0,https://pypi.org/project/moviepy,2025-05-21 19:31:50.000,1192.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,326268.0,3363.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-07-10 13:20:45.000000,2025-07-10 13:20:45,3243.0,1.0,1998.0,256.0,1147.0,177.0,2465.0,13363.0,Statistical data visualization in Python.,216.0,39,True,2024-01-25 13:21:49.000,0.13.2,37.0,,seaborn,conda-forge/seaborn,,,,707283.0,696440.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,https://anaconda.org/conda-forge/seaborn,2025-04-22 14:56:26.328,13936707.0,224788.0,,,,,1.0,502.0,,,,,,,,,,,,,,,,,,
54,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-08-13 20:43:05.000000,2025-08-13 20:43:05,5588.0,200.0,1660.0,112.0,5211.0,1168.0,1815.0,9200.0,A unified framework for machine learning with time series.,491.0,39,True,2025-07-17 16:24:35.000,0.38.4,95.0,sktime/sktime,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4804.0,4650.0,https://pypi.org/project/sktime,2025-07-17 16:24:35.000,154.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-07-18 18:54:20.967,1142396.0,23315.0,,,,,1.0,111.0,,,,,,,,,,,,,,,,,,
55,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-07-23 21:55:54.000000,2025-07-23 21:55:54,14385.0,53.0,2254.0,182.0,4692.0,809.0,2191.0,6308.0,Image processing in Python.,684.0,39,False,2025-02-18 18:05:27.000,0.25.2,74.0,,scikit-image,conda-forge/scikit-image,,,,245590.0,238639.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,https://anaconda.org/conda-forge/scikit-image,2025-05-18 03:52:23.497,8350274.0,134681.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
56,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-08-14 13:32:23.000000,2025-08-09 03:03:30,7949.0,231.0,3024.0,190.0,5390.0,442.0,5484.0,39457.0,"Wrap UIs around any model, share with anyone.",646.0,38,True,2025-08-08 20:22:03.000,5.42.0,665.0,,gradio,,,,,83871.0,82432.0,https://pypi.org/project/gradio,2025-08-08 20:22:03.000,1439.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
57,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2025-08-14 14:57:31.000000,2025-08-14 13:51:16,4650.0,671.0,2147.0,196.0,5798.0,785.0,1075.0,16538.0,Development repository for the Triton language and compiler.,441.0,38,True,2025-07-30 20:47:15.000,3.4.0,200.0,triton-lang/triton,triton,,,,,73639.0,73171.0,https://pypi.org/project/triton,2025-07-30 19:58:21.000,468.0,,,,300.0,,,,,1.0,300.0,,,,,,,,,,,,,,,,,,
58,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-07-17 22:15:26.000000,2025-07-17 18:34:22,3890.0,17.0,802.0,137.0,1592.0,142.0,1950.0,9943.0,Declarative visualization library for Python.,178.0,38,True,2024-11-24 00:12:10.000,5.5.0,43.0,vega/altair,altair,conda-forge/altair,,,,242442.0,241526.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,https://anaconda.org/conda-forge/altair,2025-04-22 14:56:25.338,2839883.0,64544.0,,,,,1.0,260.0,,,,,,,,,,,,,,,,,,
59,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-08-14 14:29:28.000000,2025-08-12 14:24:30,2876.0,109.0,4506.0,352.0,3397.0,1087.0,2081.0,39737.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",405.0,37,True,2025-07-31 20:49:04.000,0.17.4,113.0,deepspeedai/DeepSpeed,deepspeed,,deepspeed/deepspeed,,['pytorch'],14616.0,14297.0,https://pypi.org/project/deepspeed,2025-07-31 20:49:04.000,319.0,,,,333.0,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,22353.0,1.0,,,,,,,,,,,,,,,,,,,
60,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2025-08-08 06:49:10.000000,2025-08-08 06:49:10,2370.0,10.0,5636.0,511.0,197.0,1190.0,1392.0,26171.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,37,True,2023-04-02 08:03:01.222,0.7.3,28.0,,insightface,,,,['mxnet'],4744.0,4714.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,30.0,,,,334080.0,,,,,1.0,9354257.0,,,,,,,,,,,,,,,,,,
61,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-08-13 18:29:45.000000,2025-08-12 12:55:36,7859.0,57.0,3868.0,255.0,3574.0,1217.0,2719.0,22754.0,Graph Neural Network Library for PyTorch.,552.0,37,True,2024-09-26 08:11:27.000,2.6.1,46.0,,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],10548.0,10193.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-04-22 14:57:29.443,172756.0,2832.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
62,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2025-07-25 01:55:06.000000,2025-07-24 11:19:09,4546.0,9.0,4379.0,423.0,1721.0,397.0,1470.0,16141.0,Topic Modelling for Humans.,461.0,37,True,2024-07-19 14:39:26.000,4.3.3,94.0,piskvorky/gensim,gensim,conda-forge/gensim,,,,78822.0,77445.0,https://pypi.org/project/gensim,2024-07-19 14:39:26.000,1377.0,https://anaconda.org/conda-forge/gensim,2025-04-22 14:56:41.039,1673068.0,31619.0,,,,,1.0,6152.0,,,,,,,,,,,,,,,,,,
63,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2025-08-13 11:40:26.000000,2025-08-13 11:40:18,1067.0,69.0,1276.0,124.0,347.0,38.0,764.0,11164.0,Unsupervised text tokenizer for Neural Network-based text generation.,99.0,37,True,2025-08-12 06:59:12.000,0.2.1,36.0,,sentencepiece,conda-forge/sentencepiece,,,,121725.0,119302.0,https://pypi.org/project/sentencepiece,2025-08-12 06:59:12.000,2423.0,https://anaconda.org/conda-forge/sentencepiece,2025-07-06 09:04:16.246,1630934.0,27585.0,,,,,1.0,71325.0,2.0,,,,,,,,,,,,,,,,,
64,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2025-08-11 20:30:15.000000,2025-08-11 20:30:15,2119.0,32.0,959.0,105.0,1798.0,444.0,1336.0,4852.0,Python tools for geographic data.,250.0,37,True,2025-06-26 21:04:57.000,1.1.1,59.0,,geopandas,conda-forge/geopandas,,,['pandas'],63061.0,59287.0,https://pypi.org/project/geopandas,2025-06-26 21:04:55.000,3774.0,https://anaconda.org/conda-forge/geopandas,2025-06-27 05:50:12.894,5012020.0,80867.0,,,,,1.0,3056.0,,,,,,,,,,,,,,,,,,
65,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-08-12 14:03:32.000000,2025-08-12 14:03:31,2405.0,14.0,596.0,89.0,970.0,247.0,1043.0,4225.0,Manipulation and analysis of geometric objects.,170.0,37,True,2025-05-19 11:03:43.000,2.1.1,129.0,,shapely,conda-forge/shapely,,,,116783.0,112622.0,https://pypi.org/project/shapely,2025-05-19 11:03:43.000,4161.0,https://anaconda.org/conda-forge/shapely,2025-05-19 14:51:52.024,13047961.0,217551.0,,,,,1.0,3928.0,,,,,,,,,,,,,,,,,,
66,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2025-08-13 10:49:29.000000,2025-08-12 12:15:46,11006.0,55.0,407.0,54.0,3243.0,1091.0,2324.0,2811.0,"With Holoviews, your data visualizes itself.",152.0,37,True,2025-06-25 11:29:47.000,1.21.0,187.0,,holoviews,conda-forge/holoviews,,,['jupyter'],16884.0,16432.0,https://pypi.org/project/holoviews,2025-06-25 08:16:13.000,445.0,https://anaconda.org/conda-forge/holoviews,2025-06-25 10:19:18.118,2225735.0,35984.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2025-06-20 16:50:26.859,7.0,86.0,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-08-12 23:03:59.000000,2025-08-12 23:03:57,4245.0,61.0,1191.0,132.0,3469.0,340.0,1286.0,2183.0,A library for training and deploying machine learning models on Amazon SageMaker.,491.0,37,True,2025-08-08 23:05:05.000,2.250.0,642.0,,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",6388.0,6194.0,https://pypi.org/project/sagemaker,2025-08-08 23:05:05.000,194.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-05-29 06:13:27.772,1651586.0,27526.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
68,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-08-14 08:15:58.000000,2025-07-14 19:59:10,6038.0,13.0,734.0,53.0,5300.0,1497.0,2453.0,1643.0,A distributed task scheduler for Dask.,336.0,37,True,2025-07-14 20:03:30.000,2025.7.0,254.0,,distributed,conda-forge/distributed,,,,42510.0,41512.0,https://pypi.org/project/distributed,2025-07-14 20:03:30.000,998.0,https://anaconda.org/conda-forge/distributed,2025-07-15 00:26:00.063,18722472.0,297182.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
69,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-04-22 14:57:24.136000,2023-01-30 18:15:21,1757.0,,8670.0,1057.0,1464.0,125.0,1726.0,36379.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,36,False,2023-07-20 15:30:49.667,0.0.1,108.0,,gym,conda-forge/gym,,,,69696.0,68148.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,https://anaconda.org/conda-forge/gym,2025-04-22 14:57:24.136,404701.0,6323.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
70,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-08-14 08:51:27.000000,2025-08-14 08:50:51,9231.0,212.0,2969.0,312.0,259.0,26.0,1195.0,31173.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,36,True,2025-08-11 15:13:01.000,8.5.0,726.0,,netron,,,,"['pytorch', 'tensorflow']",104.0,13.0,https://pypi.org/project/netron,2025-08-11 15:13:01.000,91.0,,,,94197.0,,,,,1.0,94197.0,,,,,,,,,,,,,,,,,,
71,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-08-14 13:32:06.000000,2025-08-14 03:46:48,8899.0,281.0,3042.0,228.0,11017.0,130.0,2617.0,15367.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",446.0,36,True,2025-07-25 18:12:41.000,2.4.0,96.0,,nemo-toolkit,,,,['pytorch'],35.0,21.0,https://pypi.org/project/nemo-toolkit,2025-08-03 16:49:59.000,14.0,,,,6532.0,,,,,1.0,463795.0,,,,,,,,,,,,,,,,,,
72,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2025-08-14 13:36:16.000000,2025-08-14 13:35:04,4836.0,14.0,5277.0,381.0,758.0,670.0,1404.0,14087.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",201.0,36,False,2025-04-15 15:39:39.000,2.9.0,60.0,,glfw,conda-forge/glfw,,,,1855.0,1630.0,https://pypi.org/project/glfw,2025-04-15 15:39:39.000,225.0,https://anaconda.org/conda-forge/glfw,2025-08-12 12:11:54.437,408613.0,42827.0,,,,,1.0,4407646.0,,,,,,,,,,,,,,,,,,
73,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-07-29 13:32:04.000000,2025-07-29 13:32:03,1886.0,26.0,943.0,124.0,743.0,105.0,1007.0,9985.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,115.0,36,True,2025-07-28 13:22:43.000,0.21.4,114.0,,tokenizers,conda-forge/tokenizers,,,,183506.0,181944.0,https://pypi.org/project/tokenizers,2025-07-28 13:22:43.000,1562.0,https://anaconda.org/conda-forge/tokenizers,2025-07-29 06:02:10.328,3291835.0,53965.0,,,,,1.0,86.0,,,,,,,,,,,,,,,,,,
74,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2025-04-22 14:56:25.718000,2024-01-15 03:16:24,28133.0,,2488.0,536.0,4122.0,697.0,2089.0,9955.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,36,False,2020-07-27 16:13:54.000,1.0.5,45.0,,theano,conda-forge/theano,,,,16405.0,16233.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,172.0,https://anaconda.org/conda-forge/theano,2025-04-22 14:56:25.718,2554834.0,23438.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
