,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
38,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-08-07 05:20:49.000000,2025-08-07 05:20:49,3303.0,139.0,3778.0,436.0,3950.0,290.0,2759.0,19386.0,Open standard for machine learning interoperability.,357.0,40,True,2025-05-12 23:07:37.000,1.18.0,36.0,,onnx,conda-forge/onnx,,,,49859.0,48389.0,https://pypi.org/project/onnx,2025-05-12 22:01:31.000,1470.0,https://anaconda.org/conda-forge/onnx,2025-07-07 08:49:19.352,1923502.0,31278.0,,,,,1.0,23943.0,,,,,,,,,,,,,,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-08-07 14:24:40.000000,2025-08-06 15:47:00,9459.0,55.0,1231.0,133.0,5644.0,259.0,4581.0,14732.0,Data Versioning and ML Experiments.,318.0,40,True,2025-07-07 11:23:55.000,3.61.0,547.0,,dvc,conda-forge/dvc,,,,24373.0,24231.0,https://pypi.org/project/dvc,2025-07-07 11:23:55.000,142.0,https://anaconda.org/conda-forge/dvc,2025-07-07 13:15:11.481,2970429.0,47910.0,,,,,1.0,,,,,,,,dvc,dvc,dvc,,,,,,,,,
40,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2025-08-04 17:22:54.000000,2025-08-01 20:21:13,10308.0,58.0,2109.0,224.0,4291.0,386.0,3131.0,9152.0,Bayesian Modeling and Probabilistic Programming in Python.,529.0,40,True,2025-07-24 11:55:29.000,5.25.1,100.0,,pymc3,conda-forge/pymc3,,,,7811.0,7619.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,https://anaconda.org/conda-forge/pymc3,2025-04-22 14:56:28.348,722530.0,11654.0,,,,,1.0,136.0,,,,,,,,,,,,,,,,,,
41,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-08-07 14:59:31.000000,2025-08-07 14:59:29,1827.0,90.0,1171.0,97.0,1846.0,103.0,1769.0,9008.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",363.0,40,True,2025-08-07 13:39:44.000,1.10.0,77.0,,accelerate,conda-forge/accelerate,,,['pytorch'],105205.0,102698.0,https://pypi.org/project/accelerate,2025-08-07 10:54:49.000,2507.0,https://anaconda.org/conda-forge/accelerate,2025-07-23 16:23:11.131,469230.0,10200.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
42,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-08-07 08:05:38.000000,2025-08-07 08:05:34,49617.0,196.0,1229.0,190.0,428.0,620.0,1835.0,8509.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1337.0,40,True,2025-04-13 10:45:50.000,1.2.8,114.0,,catboost,conda-forge/catboost,,,,673.0,19.0,https://pypi.org/project/catboost,2025-04-13 10:12:07.000,654.0,https://anaconda.org/conda-forge/catboost,2025-05-19 13:19:55.807,2132351.0,41847.0,,,,,2.0,421656.0,,,,,,,,,,,,,,,,,,
43,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-07-18 07:57:49.537000,2025-07-18 00:37:27,5912.0,13.0,1677.0,188.0,5095.0,703.0,1246.0,6959.0,TensorFlows Visualization Toolkit.,327.0,40,True,2025-07-17 19:20:49.000,2.20.0,65.0,,tensorboard,conda-forge/tensorboard,,,['tensorflow'],334023.0,331236.0,https://pypi.org/project/tensorboard,2025-07-17 19:20:49.000,2787.0,https://anaconda.org/conda-forge/tensorboard,2025-07-18 07:57:49.537,5735698.0,92511.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
44,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-08-07 15:02:31.000000,2025-08-07 15:02:29,8067.0,487.0,3637.0,324.0,6679.0,1240.0,4238.0,40800.0,Streamlit A faster way to build and share data apps.,490.0,39,True,2025-08-05 23:13:56.000,1.48.0,249.0,,streamlit,,,,,999696.0,995537.0,https://pypi.org/project/streamlit,2025-08-05 23:13:44.000,4159.0,,,,,,,,,1.0,,,,,,,,,,,-7.0,,,,,,,,
45,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-08-07 03:58:29.000000,2025-08-07 03:55:18,1546.0,94.0,3908.0,487.0,1558.0,254.0,2436.0,36516.0,A library for efficient similarity search and clustering of dense vectors.,239.0,39,True,2025-08-06 09:08:58.000,2.6.0,126.0,,pymilvus,conda-forge/faiss,,,,5263.0,4941.0,https://pypi.org/project/pymilvus,2025-08-06 09:08:58.000,322.0,https://anaconda.org/conda-forge/faiss,2025-04-22 14:57:26.087,2751022.0,44371.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
46,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2025-08-07 14:41:30.000000,2025-08-07 14:41:30,23847.0,2011.0,3727.0,132.0,6667.0,1088.0,5477.0,27010.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",715.0,39,True,2025-08-05 23:18:51.000,1.75.0.de2,1210.0,,litellm,,,,others,17563.0,16039.0,https://pypi.org/project/litellm,2025-08-05 20:28:50.000,1524.0,,,,204.0,,,,,1.0,614.0,,,,,,,,,,-6.0,,,,,,,,
47,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-08-04 18:02:06.000000,2025-07-06 16:18:39,1603.0,67.0,2719.0,258.0,772.0,148.0,1500.0,18565.0,Download market data from Yahoo! Finances API.,135.0,39,True,2025-07-06 16:20:11.000,0.2.65,137.0,,yfinance,ranaroussi/yfinance,,,,85964.0,84898.0,https://pypi.org/project/yfinance,2025-07-06 16:20:11.000,1066.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98347.0,2007.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
48,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-08-07 08:34:53.000000,2025-08-07 08:33:13,3691.0,30.0,3880.0,434.0,3408.0,444.0,3158.0,17459.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",332.0,39,True,2025-02-15 04:02:50.000,4.6.0,39.0,,lightgbm,conda-forge/lightgbm,,,,56863.0,55485.0,https://pypi.org/project/lightgbm,2025-02-15 04:02:50.000,1378.0,https://anaconda.org/conda-forge/lightgbm,2025-07-23 14:41:13.164,3839888.0,68080.0,,,,,2.0,299874.0,,,,,,,,,,,,,,,,,,
49,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2025-08-04 11:29:58.000000,2025-08-04 11:29:58,8332.0,23.0,3428.0,480.0,761.0,45.0,2199.0,14088.0,A toolkit for making real world machine learning and data analysis applications in C++.,206.0,39,False,2025-05-28 01:22:16.000,20.0.0,42.0,,dlib,conda-forge/dlib,,,,39816.0,39578.0,https://pypi.org/project/dlib,2025-05-28 01:22:16.000,238.0,https://anaconda.org/conda-forge/dlib,2025-07-23 23:26:47.245,1238511.0,20184.0,,,,,2.0,25603.0,,,,,,,,,,,,,,,,,,
50,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-08-05 08:11:01.000000,2025-08-05 08:11:00,1519.0,75.0,1821.0,254.0,769.0,43.0,1599.0,13782.0,Video editing with Python.,189.0,39,True,2025-05-21 19:31:50.000,2.2.1,91.0,,moviepy,conda-forge/moviepy,,,,67187.0,65995.0,https://pypi.org/project/moviepy,2025-05-21 19:31:50.000,1192.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,323312.0,3333.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
51,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-07-10 13:20:45.000000,2025-07-10 13:20:45,3243.0,1.0,1998.0,256.0,1147.0,177.0,2465.0,13347.0,Statistical data visualization in Python.,216.0,39,True,2024-01-25 13:21:49.000,0.13.2,37.0,,seaborn,conda-forge/seaborn,,,,706807.0,695964.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,https://anaconda.org/conda-forge/seaborn,2025-04-22 14:56:26.328,13839393.0,223219.0,,,,,1.0,501.0,,,,,,,,,,,,,,,,,,
52,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2025-08-07 13:23:23.000000,2025-07-11 05:19:28,2021.0,42.0,2245.0,161.0,972.0,75.0,1100.0,7198.0,Python Data. Leaflet.js Maps.,175.0,39,True,2025-06-16 20:22:50.000,0.20.0,42.0,,folium,conda-forge/folium,,,,65123.0,64103.0,https://pypi.org/project/folium,2025-06-16 20:22:50.000,1020.0,https://anaconda.org/conda-forge/folium,2025-06-16 22:46:07.761,4091467.0,74390.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
53,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-07-23 21:55:54.000000,2025-07-23 21:55:54,14385.0,55.0,2254.0,182.0,4691.0,809.0,2190.0,6305.0,Image processing in Python.,684.0,39,False,2025-02-18 18:05:27.000,0.25.2,74.0,,scikit-image,conda-forge/scikit-image,,,,245430.0,238479.0,https://pypi.org/project/scikit-image,2025-02-18 18:04:11.000,6951.0,https://anaconda.org/conda-forge/scikit-image,2025-05-18 03:52:23.497,8313332.0,134086.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
54,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-08-07 11:11:13.000000,2025-08-07 05:51:49,7941.0,251.0,3014.0,190.0,5377.0,438.0,5467.0,39382.0,"Wrap UIs around any model, share with anyone.",638.0,38,True,2025-08-06 21:04:23.000,5.41.1,664.0,,gradio,,,,,83720.0,82306.0,https://pypi.org/project/gradio,2025-08-06 21:04:23.000,1414.0,,,,,,,,,1.0,,,,,,,,,,,-7.0,,,,,,,,
55,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-08-07 11:37:00.000000,2025-07-31 11:21:52,4091.0,40.0,7123.0,472.0,5637.0,1131.0,2623.0,17057.0,"Datasets, Transforms and Models specific to Computer Vision.",650.0,38,True,2025-08-06 17:42:30.000,0.23.0,53.0,,torchvision,conda-forge/torchvision,,,['pytorch'],7808.0,21.0,https://pypi.org/project/torchvision,2025-08-06 14:57:55.000,7787.0,https://anaconda.org/conda-forge/torchvision,2025-07-26 03:23:23.067,2867641.0,54516.0,,,,,1.0,41079.0,,,,,,,,,,,,,,,,,,
56,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2025-08-07 14:55:40.000000,2025-08-06 23:02:10,4614.0,685.0,2147.0,196.0,5741.0,779.0,1071.0,16454.0,Development repository for the Triton language and compiler.,436.0,38,True,2025-07-30 20:47:15.000,3.4.0,200.0,triton-lang/triton,triton,,,,,73507.0,73039.0,https://pypi.org/project/triton,2025-07-30 19:58:21.000,468.0,,,,177.0,,,,,1.0,177.0,,,,,,,,,,-6.0,,,,,,,,
57,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-07-17 22:15:26.000000,2025-07-17 18:34:22,3890.0,17.0,802.0,137.0,1591.0,142.0,1950.0,9932.0,Declarative visualization library for Python.,178.0,38,True,2024-11-24 00:12:10.000,5.5.0,43.0,vega/altair,altair,conda-forge/altair,,,,242319.0,241403.0,https://pypi.org/project/altair,2024-11-23 23:39:56.000,916.0,https://anaconda.org/conda-forge/altair,2025-04-22 14:56:25.338,2828849.0,64294.0,,,,,1.0,260.0,,,,,,,,,,,,,,,,,,
58,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-08-07 06:55:42.000000,2025-08-07 06:55:42,5573.0,190.0,1660.0,112.0,5198.0,1164.0,1810.0,9187.0,A unified framework for machine learning with time series.,490.0,38,True,2025-07-17 16:24:35.000,0.38.4,95.0,sktime/sktime,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4803.0,4649.0,https://pypi.org/project/sktime,2025-07-17 16:24:35.000,154.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-07-18 18:54:20.967,1139841.0,23263.0,,,,,1.0,111.0,,,,,,,,,,,,,,,,,,
59,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-08-06 17:21:39.000000,2025-08-04 18:36:40,2868.0,102.0,4498.0,352.0,3390.0,1079.0,2080.0,39665.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",403.0,37,True,2025-07-31 20:49:04.000,0.17.4,113.0,deepspeedai/DeepSpeed,deepspeed,,deepspeed/deepspeed,,['pytorch'],14568.0,14257.0,https://pypi.org/project/deepspeed,2025-07-31 20:49:04.000,311.0,,,,333.0,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,22316.0,1.0,,,,,,,,,,,,,,,,,,,
60,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-08-05 12:10:35.000000,2025-08-05 12:10:34,7852.0,51.0,3863.0,255.0,3561.0,1211.0,2717.0,22719.0,Graph Neural Network Library for PyTorch.,552.0,37,True,2024-09-26 08:11:27.000,2.6.1,46.0,,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],10536.0,10181.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-04-22 14:57:29.443,171490.0,2811.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
61,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2025-07-25 01:55:06.000000,2025-07-24 11:19:09,4546.0,9.0,4379.0,423.0,1721.0,397.0,1470.0,16123.0,Topic Modelling for Humans.,461.0,37,True,2024-07-19 14:39:26.000,4.3.3,94.0,piskvorky/gensim,gensim,conda-forge/gensim,,,,78797.0,77420.0,https://pypi.org/project/gensim,2024-07-19 14:39:26.000,1377.0,https://anaconda.org/conda-forge/gensim,2025-04-22 14:56:41.039,1665175.0,31470.0,,,,,1.0,6128.0,,,,,,,,,,,,,,,,,,
62,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2025-08-01 20:40:51.000000,2025-08-01 20:40:51,2118.0,36.0,959.0,105.0,1797.0,444.0,1336.0,4844.0,Python tools for geographic data.,249.0,37,True,2025-06-26 21:04:57.000,1.1.1,59.0,,geopandas,conda-forge/geopandas,,,['pandas'],63002.0,59228.0,https://pypi.org/project/geopandas,2025-06-26 21:04:55.000,3774.0,https://anaconda.org/conda-forge/geopandas,2025-06-27 05:50:12.894,4979895.0,80347.0,,,,,1.0,3050.0,,,,,,,,,,,,,,,,,,
63,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-08-06 07:41:18.000000,2025-08-06 07:41:15,2403.0,13.0,596.0,89.0,967.0,247.0,1043.0,4216.0,Manipulation and analysis of geometric objects.,170.0,37,True,2025-05-19 11:03:43.000,2.1.1,129.0,,shapely,conda-forge/shapely,,,,116673.0,112512.0,https://pypi.org/project/shapely,2025-05-19 11:03:43.000,4161.0,https://anaconda.org/conda-forge/shapely,2025-05-19 14:51:52.024,12964909.0,216166.0,,,,,1.0,3917.0,,,,,,,,,,,,,,,,,,
64,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2025-08-07 07:53:07.000000,2025-08-04 12:27:51,11005.0,57.0,407.0,54.0,3240.0,1091.0,2323.0,2810.0,"With Holoviews, your data visualizes itself.",152.0,37,True,2025-06-25 11:29:47.000,1.21.0,187.0,,holoviews,conda-forge/holoviews,,,['jupyter'],16877.0,16425.0,https://pypi.org/project/holoviews,2025-06-25 08:16:13.000,445.0,https://anaconda.org/conda-forge/holoviews,2025-06-25 10:19:18.118,2204763.0,35653.0,,,,,2.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2025-06-20 16:50:26.859,7.0,93.0,,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-08-07 00:07:59.000000,2025-07-31 01:07:26,4239.0,74.0,1189.0,132.0,3465.0,338.0,1285.0,2181.0,A library for training and deploying machine learning models on Amazon SageMaker.,490.0,37,True,2025-07-31 01:07:32.000,2.249.0,641.0,,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",6381.0,6187.0,https://pypi.org/project/sagemaker,2025-07-31 01:07:32.000,194.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-05-29 06:13:27.772,1640405.0,27340.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-08-07 08:13:30.000000,2025-07-14 19:59:10,6038.0,15.0,735.0,53.0,5300.0,1497.0,2453.0,1640.0,A distributed task scheduler for Dask.,336.0,37,True,2025-07-14 20:03:30.000,2025.7.0,254.0,,distributed,conda-forge/distributed,,,,42495.0,41499.0,https://pypi.org/project/distributed,2025-07-14 20:03:30.000,996.0,https://anaconda.org/conda-forge/distributed,2025-07-15 00:26:00.063,18616320.0,295497.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
67,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2025-04-22 14:57:24.136000,2023-01-30 18:15:21,1757.0,,8670.0,1058.0,1464.0,125.0,1726.0,36343.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,36,False,2023-07-20 15:30:49.667,0.0.1,108.0,,gym,conda-forge/gym,,,,69673.0,68125.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,https://anaconda.org/conda-forge/gym,2025-04-22 14:57:24.136,403241.0,6300.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
68,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-08-07 06:49:01.000000,2025-08-07 06:48:55,9194.0,191.0,2961.0,311.0,259.0,23.0,1189.0,31127.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,36,True,2025-08-01 15:07:38.000,8.4.7,723.0,,netron,,,,"['pytorch', 'tensorflow']",104.0,13.0,https://pypi.org/project/netron,2025-08-01 15:07:38.000,91.0,,,,60073.0,,,,,1.0,60073.0,,,,,,,,,,,,,,,,,,
69,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2025-07-14 13:20:52.000000,2025-07-14 13:20:52,2368.0,8.0,5626.0,510.0,196.0,1190.0,1392.0,26092.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,36,True,2023-04-02 08:03:01.222,0.7.3,28.0,,insightface,,,,['mxnet'],4733.0,4703.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,30.0,,,,330525.0,,,,,1.0,9254719.0,,,,,,,,,,,,,,,,,,
70,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-08-07 13:58:00.000000,2025-08-07 13:57:59,8880.0,298.0,3031.0,228.0,10975.0,126.0,2609.0,15322.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",445.0,36,True,2025-07-25 18:12:41.000,2.4.0,96.0,,nemo-toolkit,,,,['pytorch'],35.0,21.0,https://pypi.org/project/nemo-toolkit,2025-08-03 16:49:59.000,14.0,,,,6437.0,,,,,1.0,457086.0,,,,,,,,,,,,,,,,,,
71,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-07-29 13:32:04.000000,2025-07-29 13:32:03,1886.0,26.0,943.0,125.0,741.0,105.0,1007.0,9973.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,115.0,36,True,2025-07-28 13:22:43.000,0.21.4,114.0,,tokenizers,conda-forge/tokenizers,,,,183256.0,181694.0,https://pypi.org/project/tokenizers,2025-07-28 13:22:43.000,1562.0,https://anaconda.org/conda-forge/tokenizers,2025-07-29 06:02:10.328,3266771.0,53554.0,,,,,1.0,86.0,,,,,,,,,,,,,,,,,,
72,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2025-04-22 14:56:25.718000,2024-01-15 03:16:24,28133.0,,2488.0,536.0,4122.0,697.0,2089.0,9953.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,36,False,2020-07-27 16:13:54.000,1.0.5,45.0,,theano,conda-forge/theano,,,,16404.0,16232.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,172.0,https://anaconda.org/conda-forge/theano,2025-04-22 14:56:25.718,2548244.0,23378.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
73,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2025-08-07 12:13:39.000000,2025-08-06 16:32:52,5415.0,177.0,579.0,37.0,4501.0,699.0,1242.0,3227.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,183.0,36,True,2025-08-05 14:48:49.000,0.46.0,104.0,,pyvista,conda-forge/pyvista,,,['jupyter'],5897.0,5119.0,https://pypi.org/project/pyvista,2025-08-05 14:48:49.000,778.0,https://anaconda.org/conda-forge/pyvista,2025-08-05 23:11:25.730,740848.0,11959.0,,,,,2.0,937.0,,,,,,,,,,,,,,,,,,
74,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-08-04 20:16:07.000000,2025-08-01 17:47:51,18401.0,70.0,1392.0,84.0,8340.0,598.0,4473.0,3013.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,398.0,36,True,2025-07-15 16:37:12.000,1.10.0,82.0,,mne,conda-forge/mne,,,,490.0,,https://pypi.org/project/mne,2025-07-15 16:37:12.000,490.0,https://anaconda.org/conda-forge/mne,2025-07-15 18:58:20.588,565867.0,8982.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
